ident,type,name,elevation_ft,continent,iso_country,iso_region,municipality,gps_code,iata_code,local_code,coordinates
BIHT,small_airport,Holt Airport,10,EU,IS,IS-4,Flateyri,BIHT,FLI,,"-23.4416913986, 66.0141804294"
KFLL,large_airport,Fort Lauderdale Hollywood International Airport,9,NA,US,US-FL,Fort Lauderdale,KFLL,FLL,FLL,"-80.152702, 26.072599"
SGFI,small_airport,Filadelfia Airport,423,SA,PY,PY-19,Filadelfia,SGFI,FLM,,"-60.053604, -22.360477"
SBFL,large_airport,HercÃ­lio Luz International Airport,16,SA,BR,BR-SC,FlorianÃ³polis,SBFL,FLN,,"-48.5525016784668, -27.670278549194336"
KFLO,medium_airport,Florence Regional Airport,146,NA,US,US-SC,Florence,KFLO,FLO,FLO,"-79.7238998413086, 34.18539810180664"
KFLP,small_airport,Marion County Regional Airport,719,NA,US,US-AR,Flippin,KFLP,FLP,FLP,"-92.59030151, 36.29090118"
LIRQ,medium_airport,Peretola Airport,142,EU,IT,IT-52,Firenze,LIRQ,FLR,FI04,"11.2051, 43.810001"
YFLI,small_airport,Flinders Island Airport,10,OC,AU,AU-TAS,Flinders Island,YFLI,FLS,,"147.992996216, -40.0917015076"
FLT,small_airport,Flat Airport,309,NA,US,US-AK,Flat,FLT,FLT,FLT,"-157.988998413, 62.452598571799996"
KFLU,closed,Flushing Airport,,NA,US,US-NY,Queens,KFLU,FLU,,"-73.83260345458984, 40.77870178222656"
KFLV,small_airport,Sherman Army Air Field,772,NA,US,US-KS,Fort Leavenworth,KFLV,FLV,FLV,"-94.9147033691, 39.3683013916"
LPFL,medium_airport,Flores Airport,112,EU,PT,PT-20,Santa Cruz das Flores,LPFL,FLW,,"-31.131399154663086, 39.455299377441406"
KFLX,small_airport,Fallon Municipal Airport,3963,NA,US,US-NV,Fallon,KFLX,FLX,FLX,"-118.749000549, 39.4990997314"
YFIL,small_airport,Finley Airport,,OC,AU,AU-NSW,,YFIL,FLY,,"145.550003052, -35.666698455799995"
WIMS,small_airport,Dr Ferdinand Lumban Tobing Airport,33,AS,ID,ID-SU,Sibolga-Sumatra Island,WIMS,FLZ,,"98.888901, 1.55594"
SARF,medium_airport,Formosa Airport,193,SA,AR,AR-P,Formosa,SARF,FMA,FSA,"-58.2281, -26.2127"
PAFV,small_airport,Five Mile Airport,510,NA,US,US-AK,Five Mile,PAFV,FMC,FVM,"-149.839996338, 65.9270019531"
KFME,medium_airport,Tipton Airport,150,NA,US,US-MD,Fort Meade(Odenton),KFME,FME,FME,"-76.7593994141, 39.08539962769999"
MRFL,small_airport,Flamingo Airport,270,NA,CR,CR-G,Brasilito,MRFL,FMG,,"-85.78269958496094, 10.418600082397461"
KFMH,small_airport,Cape Cod Coast Guard Air Station,131,NA,US,US-MA,Falmouth,KFMH,FMH,FMH,"-70.5214004517, 41.6584014893"
FZRF,medium_airport,Kalemie Airport,2569,AF,CD,CD-KA,,FZRF,FMI,,"29.25, -5.8755598068237305"
EDJA,medium_airport,Memmingen Allgau Airport,2077,EU,DE,DE-BY,Memmingen,EDJA,FMM,,"10.2395000458, 47.988800048799995"
KFMN,medium_airport,Four Corners Regional Airport,5506,NA,US,US-NM,Farmington,KFMN,FMN,FMN,"-108.230003357, 36.741199493399996"
EDDG,large_airport,MÃ¼nster OsnabrÃ¼ck Airport,160,EU,DE,DE-NW,MÃ¼nster,EDDG,FMO,,"7.68483018875, 52.134601593"
KFSW,small_airport,Fort Madison Municipal Airport,724,NA,US,US-IA,Fort Madison,KFSW,FMS,FSW,"-91.3267974854, 40.659301757799994"
K6S2,small_airport,Florence Municipal Airport,51,NA,US,US-OR,Florence,,FMU,6S2,"-124.111000061, 43.98279953"
KFMY,medium_airport,Page Field,17,NA,US,US-FL,Fort Myers,KFMY,FMY,FMY,"-81.86329650879999, 26.58659935"
GFLL,large_airport,Lungi International Airport,84,AF,SL,SL-N,Freetown,GFLL,FNA,,"-13.1955, 8.61644"
EDBN,medium_airport,Neubrandenburg Airport,228,EU,DE,DE-MV,Neubrandenburg,EDBN,FNB,,"13.306, 53.6022"
LPMA,medium_airport,Madeira Airport,192,EU,PT,PT-30,Funchal,LPMA,FNC,,"-16.7745, 32.697899"
FNE,small_airport,Fane Airport,4500,OC,PG,PG-CPM,Fane Mission,AYFA,FNE,FANE,"147.085833333, -8.54927777778"
DFEF,small_airport,Fada N'gourma Airport,1011,AF,BF,BF-GOU,Fada N'gourma,DFEF,FNG,,"0.3499999940395355, 12.032999992370605"
HAFN,small_airport,Fincha Airport,7600,AF,ET,ET-OR,Fincha,HAFN,FNH,,"37.349998474121094, 9.583000183105469"
LFTW,medium_airport,NÃ®mes-Arles-Camargue Airport,309,EU,FR,FR-K,NÃ®mes/Garons,LFTW,FNI,,"4.4163498878479, 43.75740051269531"
ZKPY,medium_airport,Pyongyang Sunan International Airport,117,AS,KP,KP-01,Pyongyang,ZKPY,FNJ,,"125.669998, 39.224098"
KFNL,small_airport,Northern Colorado Regional Airport,5016,NA,US,US-CO,Fort Collins/Loveland,KFNL,FNL,FNL,"-105.011, 40.451804"
PANR,seaplane_base,Funter Bay Seaplane Base,0,NA,US,US-AK,Funter Bay,PANR,FNR,FNR,"-134.897994995, 58.2543983459"
KFNT,medium_airport,Bishop International Airport,782,NA,US,US-MI,Flint,KFNT,FNT,FNT,"-83.74359893798828, 42.96540069580078"
LIER,small_airport,Oristano-Fenosu Airport,36,EU,IT,IT-88,Oristano,LIER,FNU,OR01,"8.642661, 39.895308"
GB-FOA,small_airport,Foula Airfield,150,EU,GB,GB-SCT,Foula,EGFO,FOA,,"-2.053202, 60.121725"
82CL,small_airport,Fort Bragg Airport,71,NA,US,US-CA,Fort Bragg,82CL,FOB,82CL,"-123.79599762, 39.4743003845"
ZSFZ,large_airport,Fuzhou Changle International Airport,46,AS,CN,CN-35,Fuzhou,ZSFZ,FOC,,"119.66300201416016, 25.935100555419922"
KFOD,medium_airport,Fort Dodge Regional Airport,1156,NA,US,US-IA,Fort Dodge,KFOD,FOD,FOD,"-94.19259644, 42.55149841"
KFOE,medium_airport,Topeka Regional Airport - Forbes Field,1078,NA,US,US-KS,Topeka,KFOE,FOE,FOE,"-95.66359710690001, 38.950901031499995"
LIBF,medium_airport,"Foggia ""Gino Lisa"" Airport",265,EU,IT,IT-75,Foggia,LIBF,FOG,FG05,"15.535, 41.432899"
KFOK,small_airport,Francis S Gabreski Airport,67,NA,US,US-NY,Westhampton Beach,KFOK,FOK,FOK,"-72.6317977905, 40.8437004089"
FKKM,medium_airport,Foumban Nkounja Airport,3963,AF,CM,CM-OU,Foumban,FKKM,FOM,,"10.750800132751465, 5.636919975280762"
MRAN,small_airport,Arenal Airport,342,NA,CR,CR-A,La Fortuna/San Carlos,MRAN,FON,,"-84.634499, 10.478"
ID-FOO,small_airport,Kornasoren Airfield,13,AS,ID,ID-PA,Kornasoren-Numfoor Island,WABF,FOO,WA23,"134.871994019, -0.936325013638"
SBFZ,medium_airport,Pinto Martins International Airport,82,SA,BR,BR-CE,Fortaleza,SBFZ,FOR,,"-38.53260040283203, -3.776279926300049"
YFRT,medium_airport,Forrest Airport,511,OC,AU,AU-WA,,YFRT,FOS,,"128.11500549316406, -30.83810043334961"
YFST,small_airport,Forster (Wallis Is) Airport,4,OC,AU,AU-NSW,,YFST,FOT,,"152.47900390625, -32.204200744628906"
FOGF,small_airport,Fougamou Airport,263,AF,GA,GA-4,Fougamou,FOGF,FOU,,"10.616999626159668, -1.2829999923706055"
FOY,small_airport,Foya Airport,1480,AF,LR,LR-LO,Foya,,FOY,,"-10.2269, 8.3513"
MYGF,medium_airport,Grand Bahama International Airport,7,NA,BS,BS-FP,Freeport,MYGF,FPO,,"-78.695602417, 26.5587005615"
KFPR,medium_airport,St Lucie County International Airport,24,NA,US,US-FL,Fort Pierce,KFPR,FPR,FPR,"-80.36830139, 27.49510002"
K40J,small_airport,Perry-Foley Airport,44,NA,US,US-FL,Perry,40J,FPY,40J,"-83.58059692, 30.0692997"
EDDF,large_airport,Frankfurt am Main Airport,364,EU,DE,DE-HE,Frankfurt am Main,EDDF,FRA,,"8.570556, 50.033333"
YFBS,medium_airport,Forbes Airport,760,OC,AU,AU-NSW,Forbes,YFBS,FRB,,"147.934998, -33.363602"
SIMK,small_airport,Tenente Lund Pressoto Airport,3292,SA,BR,BR-SP,Franca,SIMK,FRC,SIMK,"-47.3829, -20.592199"
KFHR,small_airport,Friday Harbor Airport,113,NA,US,US-WA,Friday Harbor,KFHR,FRD,FHR,"-123.024002075, 48.5219993591"
AGGF,small_airport,Fera/Maringe Airport,,OC,SB,SB-IS,Fera Island,AGGF,FRE,,"159.576996, -8.1075"
KFRG,medium_airport,Republic Airport,82,NA,US,US-NY,Farmingdale,KFRG,FRG,FRG,"-73.4133987427, 40.7288017273"
KFRH,small_airport,French Lick Municipal Airport,792,NA,US,US-IN,French Lick,KFRH,FRH,FRH,"-86.63690185550001, 38.5061988831"
KFRI,medium_airport,Marshall Army Air Field,1065,NA,US,US-KS,Fort Riley(Junction City),KFRI,FRI,FRI,"-96.76450348, 39.05530167"
LFTU,closed,FrÃ©jus Airport,33,EU,FR,FR-U,FrÃ©jus,LFTU,FRJ,,"6.7357, 43.4175"
FSSF,small_airport,FrÃ©gate Island Airport,610,AF,SC,SC-15,FrÃ©gate Island,FSSF,FRK,,"55.950001, -4.583"
LIPK,medium_airport,ForlÃ¬ Airport,97,EU,IT,IT-45,ForlÃ¬ (FC),LIPK,FRL,FC03,"12.0701, 44.194801"
KFRM,small_airport,Fairmont Municipal Airport,1162,NA,US,US-MN,Fairmont,KFRM,FRM,FRM,"-94.4156036377, 43.643901825"
PAFR,heliport,Bryant Army Heliport,378,NA,US,US-AK,Fort Richardson(Anchorage),PAFR,FRN,FRN,"-149.6529999, 61.26639938"
ENFL,medium_airport,FlorÃ¸ Airport,37,EU,NO,NO-14,FlorÃ¸,ENFL,FRO,,"5.0247201919556, 61.583599090576"
AYFE,small_airport,Feramin Airport,4655,OC,PG,PG-SAN,Feramin,AYFE,FRQ,FMN,"141.6988, -5.208"
KFRR,small_airport,Front Royal Warren County Airport,709,NA,US,US-VA,Front Royal,KFRR,FRR,FRR,"-78.25350189210002, 38.9174995422"
MGTK,medium_airport,Mundo Maya International Airport,427,NA,GT,GT-PE,San Benito,MGMM,FRS,,"-89.86640167239999, 16.913799285899998"
SCEV,small_airport,El Avellano Airport,489,SA,CL,CL-LL,Frutillar,SCEV,FRT,,"-73.05000305175781, -41.117000579833984"
UAFM,large_airport,Manas International Airport,2058,AS,KG,KG-C,Bishkek,UCFM,FRU,,"74.4776000977, 43.0612983704"
FBFT,medium_airport,Francistown Airport,3283,AF,BW,BW-NE,Francistown,FBFT,FRW,,"27.47450065612793, -21.15959930419922"
KIZG,small_airport,Eastern Slopes Regional Airport,454,NA,US,US-ME,Fryeburg,KIZG,FRY,IZG,"-70.9478988647, 43.991100311299995"
ETHF,medium_airport,Fritzlar Airport,1345,EU,DE,DE-HE,Fritzlar,ETHF,FRZ,,"9.286, 51.1146"
LFKF,medium_airport,Figari Sud-Corse Airport,87,EU,FR,FR-H,Figari Sud-Corse,LFKF,FSC,,"9.097780227661133, 41.5005989074707"
KFSD,medium_airport,Joe Foss Field Airport,1429,NA,US,US-SD,Sioux Falls,KFSD,FSD,FSD,"-96.741897583, 43.582000732400004"
KFSI,medium_airport,Henry Post Army Air Field (Fort Sill),1189,NA,US,US-OK,Fort Sill,KFSI,FSI,FSI,"-98.40219879, 34.64979935"
KFSK,small_airport,Fort Scott Municipal Airport,918,NA,US,US-KS,Fort Scott,KFSK,FSK,FSK,"-94.7694015503, 37.7984008789"
FSL,small_airport,Fossil Downs Airport,414,OC,AU,AU-WA,Fossil Downs Station,,FSL,,"125.7873, -18.1321"
KFSM,large_airport,Fort Smith Regional Airport,469,NA,US,US-AR,Fort Smith,KFSM,FSM,FSM,"-94.36740112304688, 35.33660125732422"
FSN,closed,Haley Army Airfield,685,NA,US,US-IL,Fort Sheridan,,FSN,,"-87.817, 42.221"
LFVP,medium_airport,St Pierre Airport,27,NA,PM,PM-SP,Saint-Pierre,LFVP,FSP,,"-56.173099517822266, 46.762901306152344"
EGQK,medium_airport,RAF Kinloss,22,EU,GB,GB-SCT,Kinloss,EGQK,FSS,,"-3.56064009666, 57.6493988037"
KFST,medium_airport,Fort Stockton Pecos County Airport,3011,NA,US,US-TX,Fort Stockton,KFST,FST,FST,"-102.916000366, 30.9157009125"
KFSU,small_airport,Fort Sumner Municipal Airport,4165,NA,US,US-NM,Fort Sumner,KFSU,FSU,FSU,"-104.217002869, 34.4833984375"
rjns,large_airport,Mt. Fuji Shizuoka Airport,433,AS,JP,JP-22,Makinohara / Shimada,RJNS,FSZ,,"138.18775177, 34.7960434679"
NVVF,small_airport,Futuna Airport,95,OC,VU,VU-TAE,Futuna Island,NVVF,FTA,,"170.231994629, -19.516399383499998"
SAWC,medium_airport,El Calafate Airport,669,SA,AR,AR-Z,El Calafate,SAWC,FTE,ECA,"-72.053101, -50.2803"
NSFQ,medium_airport,Fitiuta Airport,110,OC,AS,AS-U-A,Fitiuta Village,NSFQ,FTI,FAQ,"-169.425003, -14.2172"
KFTK,medium_airport,Godman Army Air Field,756,NA,US,US-KY,Fort Knox,KFTK,FTK,FTK,"-85.9720993042, 37.907100677500004"
FMSD,medium_airport,TÃ´lanaro Airport,29,AF,MG,MG-U,TÃ´lanaro,FMSD,FTU,,"46.95610046386719, -25.03809928894043"
KFTW,large_airport,Fort Worth Meacham International Airport,710,NA,US,US-TX,Fort Worth,KFTW,FTW,FTW,"-97.362396, 32.819801"
FCOO,medium_airport,Owando Airport,1214,AF,CG,CG-8,Owando,FCOO,FTX,,"15.95009994506836, -0.5313500165939331"
KFTY,medium_airport,Fulton County Airport Brown Field,841,NA,US,US-GA,Atlanta,KFTY,FTY,FTY,"-84.5214004517, 33.7790985107"
FUB,small_airport,Fulleborn Airport,36,OC,PG,PG-EBR,Fulleborn,,FUB,FUL,"150.6264, -6.1518"
GCFV,medium_airport,Fuerteventura Airport,85,EU,ES,ES-CN,Fuerteventura Island,GCFV,FUE,,"-13.863800048828125, 28.452699661254883"
ZSFY,medium_airport,Fuyang Xiguan Airport,104,AS,CN,CN-U-A,Fuyang,ZSFY,FUG,,"115.734364, 32.882157"
RJFE,medium_airport,Fukue Airport,273,AS,JP,JP-42,Goto,RJFE,FUJ,,"128.83299255371094, 32.66630172729492"
RJFF,large_airport,Fukuoka Airport,32,AS,JP,JP-40,Fukuoka,RJFF,FUK,,"130.4510040283203, 33.585899353027344"
KFUL,small_airport,Fullerton Municipal Airport,96,NA,US,US-CA,Fullerton,KFUL,FUL,FUL,"-117.980003357, 33.8720016479"
AYFU,small_airport,Fuma Airport,466,OC,PG,PG-WPD,Fuma,AYFU,FUM,FUMA,"142.4408, -6.3933"
NGFU,medium_airport,Funafuti International Airport,9,OC,TV,TV-FUN,Funafuti,NGFU,FUN,,"179.195999, -8.525"
CN-0061,medium_airport,Foshan Shadi Airport,6,AS,CN,CN-44,Foshan,ZGFS,FUO,,"113.069999695, 23.083299636799996"
NLWF,medium_airport,Pointe Vele Airport,20,OC,WF,WF-U-A,Futuna Island,NLWF,FUT,,"-178.065994263, -14.3114004135"
YFLO,small_airport,Flora Valley Airport,,OC,AU,AU-WA,,YFLO,FVL,,"128.417007446, -18.2833003998"
VRMF,small_airport,Fuvahmulah Airport,17,AS,MV,MV-29,Fuvahmulah Island,VRMR,FVM,,"73.435, -0.309722222222"
YFRV,small_airport,Oombulgurri Airport,22,OC,AU,AU-WA,Forrest River Mission,YFRV,FVR,YFRV,"127.8401, -15.1647"
KFWA,large_airport,Fort Wayne International Airport,814,NA,US,US-IN,Fort Wayne,KFWA,FWA,FWA,"-85.19509888, 40.97850037"
KNFW,medium_airport,NAS Fort Worth JRB/Carswell Field,650,NA,US,US-TX,Fort Worth,KNFW,FWH,NFW,"-97.4414978, 32.76919937"
PAFW,small_airport,Farewell Airport,1535,NA,US,US-AK,Farewell,PAFW,FWL,FWL,"-153.893997192, 62.5065994263"
KFXE,medium_airport,Fort Lauderdale Executive Airport,13,NA,US,US-FL,Fort Lauderdale,KFXE,FXE,FXE,"-80.1707000732, 26.1972999573"
FQCB,small_airport,Cuamba Airport,1919,AF,MZ,MZ-A,Cuamba,FQCB,FXO,,"36.529999, -14.815"
KFXY,small_airport,Forest City Municipal Airport,1229,NA,US,US-IA,Forest City,KFXY,FXY,FXY,"-93.62409973, 43.23469925"
ZYFY,medium_airport,Dongji Aiport,,AS,CN,CN-23,Fuyuan,ZYFY,FYJ,,"134.366447, 48.199494"
KFYM,small_airport,Fayetteville Municipal Airport,984,NA,US,US-TN,Fayetteville,KFYM,FYM,FYM,"-86.5640029907, 35.059700012200004"
ZWFY,medium_airport,Fuyun Koktokay Airport,3081,AS,CN,CN-65,Fuyun,ZWFY,FYN,,"89.512006, 46.804169"
FTTY,medium_airport,Faya Largeau Airport,771,AF,TD,TD-BET,,FTTY,FYT,,"19.111099243164062, 17.91710090637207"
PFYU,medium_airport,Fort Yukon Airport,433,NA,US,US-AK,Fort Yukon,PFYU,FYU,FYU,"-145.25, 66.57150268554688"
KFYV,medium_airport,Drake Field,1251,NA,US,US-AR,Fayetteville,KFYV,FYV,FYV,"-94.17009735107422, 36.00510025024414"
EGTG,closed,Bristol Filton Airport,226,EU,GB,GB-ENG,Bristol,EGTG,FZO,,"-2.59083008766, 51.5194015503"
GAB,small_airport,Gabbs Airport,4700,NA,US,US-NV,Gabbs,KGAB,GAB,GAB,"-117.958999634, 38.924098968500005"
MHGS,small_airport,Celaque Airport,2995,NA,HN,HN-LE,Gracias,MHGS,GAC,,"-88.595801, 14.573492"
KGAD,small_airport,Northeast Alabama Regional Airport,569,NA,US,US-AL,Gadsden,KGAD,GAD,GAD,"-86.088996, 33.972599"
DTTG,medium_airport,GabÃ¨s Matmata International Airport,26,AF,TN,TN-81,GabÃ¨s,DTTG,GAE,,"10.103300094604492, 33.87689971923828"
DTTF,medium_airport,Gafsa Ksar International Airport,1060,AF,TN,TN-71,Gafsa,DTTF,GAF,,"8.822500228881836, 34.422000885009766"
KGAG,small_airport,Gage Airport,2223,NA,US,US-OK,Gage,KGAG,GAG,GAG,"-99.7763977051, 36.295501709"
YGAY,small_airport,Gayndah Airport,369,OC,AU,AU-QLD,,YGAY,GAH,,"151.61900329589844, -25.61440086364746"
KGAI,small_airport,Montgomery County Airpark,539,NA,US,US-MD,Gaithersburg,KGAI,GAI,GAI,"-77.1660003662, 39.168300628699996"
RJSC,medium_airport,Yamagata Airport,353,AS,JP,JP-06,Yamagata,RJSC,GAJ,,"140.371002197, 38.411899566699994"
PAGA,medium_airport,Edward G. Pitka Sr Airport,153,NA,US,US-AK,Galena,PAGA,GAL,GAL,"-156.9369965, 64.73619843"
PAGM,medium_airport,Gambell Airport,27,NA,US,US-AK,Gambell,PAGM,GAM,GAM,"-171.73300170898438, 63.76679992675781"
VRMG,medium_airport,Gan International Airport,6,AS,MV,MV-01,Gan,VRMG,GAN,MV,"73.155602, -0.693342"
MUGT,medium_airport,Mariana Grajales Airport,56,NA,CU,CU-14,GuantÃ¡namo,MUGT,GAO,,"-75.1583023071289, 20.08530044555664"
AYGP,small_airport,Gusap Airport,1504,OC,PG,PG-GPK,Gusap,AYGP,GAP,GSP,"145.959047, -6.053196"
GAGO,medium_airport,Gao Airport,870,AF,ML,ML-7,,GAGO,GAQ,,"-0.005456000100821257, 16.24839973449707"
PG-0009,small_airport,Garaina Airport,2497,OC,PG,PG-MPL,Garaina,AYGI,GAR,GNA,"147.141265869, -7.875625027460001"
HKGA,small_airport,Garissa Airport,475,AF,KE,KE-500,Garissa,HKGA,GAS,,"39.64830017089844, -0.4635080099105835"
LFNA,small_airport,Gap - Tallard Airfield,1986,EU,FR,FR-U,,LFNA,GAT,,"6.03778, 44.455002"
VEGT,medium_airport,Lokpriya Gopinath Bordoloi International Airport,162,AS,IN,IN-AS,Guwahati,VEGT,GAU,,"91.58589935302734, 26.10610008239746"
ID-GAV,small_airport,Gag Island Airport,1,AS,ID,ID-PB,Gag Island,,GAV,,"129.89500427246094, -0.4005559980869293"
VYGG,small_airport,Gangaw Airport,200,AS,MM,MM-03,Gangaw,VYGG,GAW,,"94.1343994140625, 22.174699783325195"
GA-GAX,small_airport,Gamba Airport,30,AF,GA,GA-8,Gamba,FOGX,GAX,,"10.047222, -2.785278"
VEGY,medium_airport,Gaya Airport,380,AS,IN,IN-BR,,VEGY,GAY,,"84.95120239257812, 24.744300842285156"
GAZ,small_airport,Guasopa Airport,10,OC,PG,PG-MBA,Woodlark (Muyua) Island,AYGJ,GAZ,GPA,"152.944352, -9.225918"
EGBP,small_airport,Cotswold Airport,433,EU,GB,GB-ENG,Kemble,EGBP,GBA,,"-2.05694, 51.668095"
UBBQ,medium_airport,Gabala International Airport,935,AS,AZ,AZ-QAB,Gabala,UBBQ,GBB,,"47.7125, 40.826667"
AYGS,small_airport,Gasuke Airport,157,OC,PG,PG-WPD,Gasuke,AYGS,GBC,GSK,"141.7393, -6.1028"
KGBD,small_airport,Great Bend Municipal Airport,1887,NA,US,US-KS,Great Bend,KGBD,GBD,GBD,"-98.8591995239, 38.3442993164"
FBSK,large_airport,Sir Seretse Khama International Airport,3299,AF,BW,BW-SE,Gaborone,FBSK,GBE,,"25.9182, -24.555201"
AYNE,small_airport,Negarbo(Negabo) Airport,4500,OC,PG,PG-CPK,Negarbo,AYNE,GBF,NBO,"144.703058, -6.567778"
KGBG,small_airport,Galesburg Municipal Airport,764,NA,US,US-IL,Galesburg,KGBG,GBG,GBG,"-90.431098938, 40.937999725299996"
PAGB,small_airport,Galbraith Lake Airport,2663,NA,US,US-AK,Galbraith Lake,PAGB,GBH,GBH,"-149.490005493, 68.4796981812"
MYGM,small_airport,Auxiliary Airfield,8,NA,BS,BS-HR,Grand Bahama,MYGM,GBI,,"-78.3591995239, 26.6319007874"
TFFM,medium_airport,Les Bases Airport,16,NA,GP,GP-U-A,Grand Bourg,TFFM,GBJ,,"-61.27000045776367, 15.86870002746582"
GFGK,small_airport,Gbangbatok Airport,75,AF,SL,SL-S,Gbangbatok,GFGK,GBK,,"-12.383000373840332, 7.767000198364258"
YGBI,small_airport,South Goulburn Is Airport,19,OC,AU,AU-NT,,YGBI,GBL,,"133.3820037841797, -11.649999618530273"
GBM,small_airport,Garbaharey Airport,755,AF,SO,SO-GE,Garbaharey,,GBM,,"42.21309, 3.32294"
YGAM,small_airport,Gamboola Airport,,OC,AU,AU-QLD,,YGAM,GBP,,"143.667007446, -16.5499992371"
KGBR,small_airport,Walter J. Koladza Airport,739,NA,US,US-MA,Great Barrington,KGBR,GBR,GBR,"-73.40319824, 42.18420029"
OING,medium_airport,Gorgan Airport,-24,AS,IR,IR-27,Gorgan,OING,GBT,,"54.4012985229, 36.909400939899996"
HSKG,small_airport,Khashm El Girba Airport,1560,AF,SD,SD-06,Khashm El Girba,HSKG,GBU,,"35.87799835205078, 14.925000190734863"
YGIB,small_airport,Gibb River Airport,509,OC,AU,AU-WA,,YGIB,GBV,,"126.44499969482422, -16.42329978942871"
YGIA,small_airport,Ginbata Airport,1409,OC,AU,AU-WA,Ginbata,YGIA,GBW,,"120.03553, -22.5812"
NZGB,small_airport,Great Barrier Aerodrome,20,OC,NZ,NZ-AUK,Claris,NZGB,GBZ,,"175.4720001220703, -36.24140167236328"
SK-236,small_airport,Guacamayas Airport,1500,SA,CO,CO-HUI,Guacamayas,,GCA,GCA,"-74.95, 2.283333"
KGCC,medium_airport,Gillette Campbell County Airport,4365,NA,US,US-WY,Gillette,KGCC,GCC,GCC,"-105.539001465, 44.348899841299996"
K3W7,small_airport,Grand Coulee Dam Airport,1588,NA,US,US-WA,Electric City,3W7,GCD,3W7,"-119.083000183, 47.922000885"
OIAH,medium_airport,Gachsaran Airport,2414,AS,IR,IR-18,Gachsaran,OIAH,GCH,,"50.827999115, 30.337600708"
EGJB,medium_airport,Guernsey Airport,336,EU,GG,GG-U-A,Saint Peter Port,EGJB,GCI,,"-2.6019699573516846, 49.435001373291016"
FAGC,medium_airport,Grand Central Airport,5325,AF,ZA,ZA-GT,Midrand,FAGC,GCJ,,"28.1401004791, -25.986299514799995"
KGCK,medium_airport,Garden City Regional Airport,2891,NA,US,US-KS,Garden City,KGCK,GCK,GCK,"-100.723999023, 37.9275016785"
MWCR,large_airport,Owen Roberts International Airport,8,NA,KY,KY-U-A,Georgetown,MWCR,GCM,,"-81.3576965332, 19.292800903299998"
KGCN,medium_airport,Grand Canyon National Park Airport,6609,NA,US,US-AZ,Grand Canyon,KGCN,GCN,GCN,"-112.14700317382812, 35.95240020751953"
1Z1,small_airport,Grand Canyon Bar Ten Airstrip,4100,NA,US,US-AZ,Whitmore,,GCT,1Z1,"-113.231003, 36.259701"
GCV,small_airport,Gravatai Airport,25,SA,BR,BR-RS,Gravatai,,GCV,,"-50.98505, -29.9494"
K1G4,small_airport,Grand Canyon West Airport,4825,NA,US,US-AZ,Peach Springs,K1G4,GCW,1G4,"-113.816001892, 35.990398407"
KGCY,small_airport,Greeneville-Greene County Municipal Airport,1608,NA,US,US-TN,Greeneville,KGCY,GCY,GCY,"-82.81510162, 36.19300079"
GDA,closed,Gounda Airport,1378,AF,CF,CF-BB,Gounda,,GDA,,"21.185, 9.316703"
KGYH,small_airport,Donaldson Field Airport,955,NA,US,US-SC,Greenville,KGYH,GDC,GYH,"-82.376404, 34.758301"
YGDN,small_airport,Gordon Downs Airport,800,OC,AU,AU-WA,Gordon Downs,YGDN,GDD,,"128.5919952392578, -18.6781005859375"
HAGO,medium_airport,Gode Airport,834,AF,ET,ET-SO,Gode,HAGO,GDE,,"43.5786018372, 5.93513011932"
UHBI,small_airport,Magdagachi Airport,1211,EU,RU,RU-AMU,Magdagachi,UHBI,GDG,,"125.794998, 53.473301"
3Z8,seaplane_base,Golden Horn Lodge Seaplane Base,91,NA,US,US-AK,Golden Horn Lodge,3Z8,GDH,3Z8,"-158.875, 59.7470016479"
FEGL,small_airport,Gordil Airport,1427,AF,CF,CF-BB,Melle,FEGL,GDI,,"21.728172, 9.581117"
FZWC,small_airport,Gandajika Airport,2618,AF,CD,CD-KE,Gandajika,FZWC,GDJ,,"23.950001, -6.733"
MMGL,large_airport,Don Miguel Hidalgo Y Costilla International Airport,5016,NA,MX,MX-JAL,Guadalajara,MMGL,GDL,,"-103.31099700927734, 20.521799087524414"
KGDM,small_airport,Gardner Municipal Airport,955,NA,US,US-MA,Gardner,KGDM,GDM,GDM,"-72.0160980225, 42.5499992371"
EPGD,large_airport,GdaÅsk Lech WaÅÄsa Airport,489,EU,PL,PL-PM,GdaÅsk,EPGD,GDN,,"18.46619987487793, 54.377601623535156"
SVGD,medium_airport,Guasdalito Airport,426,SA,VE,VE-C,,SVGD,GDO,,"-70.80000305175781, 7.233333110809326"
SNGD,small_airport,Guadalupe Airport,564,SA,BR,BR-PI,Guadalupe,SNGD,GDP,,"-43.58219909667969, -6.782219886779785"
HAGN,medium_airport,Gonder Airport,6449,AF,ET,ET-AM,Gondar,HAGN,GDQ,,"37.433998107910156, 12.51990032196045"
MBGT,medium_airport,JAGS McCartney International Airport,13,NA,TC,TC-GT,Cockburn Town,MBGT,GDT,,"-71.14230346679688, 21.444499969482422"
KGDV,medium_airport,Dawson Community Airport,2458,NA,US,US-MT,Glendive,KGDV,GDV,GDV,"-104.8069992, 47.13869858"
KGDW,small_airport,Gladwin Zettel Memorial Airport,776,NA,US,US-MI,Gladwin,KGDW,GDW,GDW,"-84.47499847410002, 43.9706001282"
UHMM,medium_airport,Sokol Airport,574,AS,RU,RU-MAG,Magadan,UHMM,GDX,,"150.72000122070312, 59.9109992980957"
